id,admissions,entry_gender,perc_free_meals,perc_girls,perc_sec_lang,avg_score
1534,comprehensive,mixed,46.4,54.5,22.6,36.2
1535,comprehensive,mixed,10.6,51.7,15.5,47.4
1536,comprehensive,mixed,18.3,48.8,7.4,40.5
1537,comprehensive,mixed,18.8,52.9,24.4,47.3
1538,comprehensive,mixed,10.2,47.1,2.3,57.9
1539,comprehensive,mixed,6.5,47.7,5.1,52.4
1540,comprehensive,mixed,14.7,52.7,2.9,48.6
1541,comprehensive,mixed,12.5,50,1.4,47.8
1542,comprehensive,mixed,13.1,44.9,3,50.8
1543,comprehensive,mixed,14.6,49.8,2.4,49.3
1544,comprehensive,mixed,5.4,52.2,1.7,55.5
1545,comprehensive,mixed,20.6,51.1,2.5,48.6
1546,comprehensive,mixed,2.5,49.9,1.4,46.7
1547,comprehensive,mixed,16.9,47,7.7,50.9
1548,selective,girls,2.6,100,2.5,69.8
1549,selective,boys,2,0,4.2,68.5
1550,comprehensive,mixed,10.6,49.5,6.5,50.2
1551,comprehensive,mixed,26.9,45,8.5,38.2
1552,comprehensive,mixed,5.4,49.4,12.4,49.5
1553,comprehensive,girls,12.7,91,19.6,49.5
1554,comprehensive,mixed,11.9,39.7,11.1,50.5
1555,comprehensive,mixed,23.4,48.4,8.8,46.4
1556,selective,boys,2.1,6.2,8,69.4
1557,selective,girls,2.3,100,6.9,70.9
1558,comprehensive,girls,10.8,100,10.3,52
1559,comprehensive,boys,16.8,0,25.6,40.7
1560,comprehensive,mixed,5.8,49.5,5.2,51.6
1561,comprehensive,mixed,23.7,44.7,4.4,39.9
1562,comprehensive,mixed,10.3,50.9,24.8,47.1
1563,comprehensive,mixed,7,48.3,17.3,52.3
1564,comprehensive,boys,10.5,0,14,51.6
1565,comprehensive,mixed,19.5,50.6,0.6,56.8
1566,comprehensive,mixed,42.4,66.4,0,40.3
1567,comprehensive,mixed,19.2,51.8,2.1,48.7
1568,comprehensive,mixed,24.2,48.9,0.7,50.4
1569,comprehensive,mixed,18.3,50.9,1.6,49.5
1570,comprehensive,mixed,34.5,44.8,0.7,48.9
1571,comprehensive,mixed,27.6,50.3,0.3,43.1
1572,comprehensive,mixed,8.1,48.3,4,57.2
1573,comprehensive,mixed,22.1,52.1,0.7,52.2
1574,comprehensive,mixed,22.5,49.7,0.5,51.2
1575,comprehensive,mixed,9.9,46.9,3.3,53.7
1576,comprehensive,mixed,18.3,51.2,0,43.9
1577,comprehensive,mixed,22.5,47.3,0.4,48.3
1578,comprehensive,mixed,13.7,49.9,0.4,51.3
1579,comprehensive,mixed,29.6,54,1.2,49.5
1580,comprehensive,mixed,29.1,49.9,1.1,43.9
1581,comprehensive,mixed,13.1,52.5,1.8,53.9
1582,comprehensive,mixed,23.6,49.1,1.1,55
1583,comprehensive,mixed,15.6,50.4,2.8,50.7
1584,comprehensive,mixed,10.6,50,2.7,52.7
1585,comprehensive,mixed,10.5,50.8,3.7,51.8
1586,comprehensive,mixed,7,51.8,4.9,55.5
1587,comprehensive,mixed,26.6,50.5,1.1,50.1
1588,comprehensive,mixed,13.7,47.4,1,57
1589,comprehensive,mixed,14.5,51.3,0.9,50.5
1590,comprehensive,mixed,18.3,44.7,0.4,48.3
1591,comprehensive,mixed,9.3,51,1.3,54.5
1592,comprehensive,mixed,26.6,48.8,2.4,45.8
1593,comprehensive,mixed,16.6,46.3,0.5,45.5
1594,comprehensive,mixed,11.5,51.8,0.8,49.4
1595,comprehensive,mixed,20.7,46.5,1.1,45.2
1596,comprehensive,mixed,5.7,52.2,8.6,59
1597,comprehensive,mixed,24.3,48.7,6.5,42.1
1598,comprehensive,mixed,32.2,52.6,4,45.2
1599,comprehensive,mixed,8.4,49.7,2.3,53.8
1600,comprehensive,mixed,7.6,46.3,1.2,52.5
1601,comprehensive,mixed,22.5,42.8,3.5,47
1602,comprehensive,mixed,6.3,60.5,3.5,57.2
1603,comprehensive,mixed,25.8,51.7,4.3,37.9
1604,comprehensive,girls,18.8,100,6.3,48.5
1605,comprehensive,boys,15.6,0,5.6,42.3
1606,comprehensive,mixed,6.3,48.6,3.7,53
1607,comprehensive,mixed,17.6,50,3.2,43
1608,comprehensive,mixed,17.1,52.4,5.9,42.2
1609,comprehensive,mixed,10,45.2,14,51.9
1610,comprehensive,mixed,7.5,46.7,2.1,54.4
1611,comprehensive,mixed,8.3,49.6,0.9,55.3
1612,comprehensive,mixed,28.6,51.4,16.1,43.5
1613,comprehensive,mixed,12,50.9,5,47.5
1614,comprehensive,mixed,29.5,45.2,2.9,41
1615,comprehensive,mixed,5.8,51.7,0.8,55.9
1616,comprehensive,mixed,10.1,47.4,2.3,45.8
1617,comprehensive,mixed,5.8,50.7,4.3,55.3
1618,comprehensive,mixed,11.1,54.1,6.6,52.5
1619,comprehensive,mixed,15,46.2,1.6,43.5
1620,comprehensive,mixed,7.4,46.8,0.6,50
1621,comprehensive,mixed,11.5,48.8,1.6,47.3
1622,comprehensive,mixed,13.9,64.3,1.7,39.8
1623,comprehensive,mixed,14.1,47.3,7.6,50.9
1624,comprehensive,mixed,25.1,47.5,7.1,49.9
1625,comprehensive,mixed,5.8,49.9,15.2,59.5
1626,comprehensive,mixed,9.6,48.9,4.8,53.4
1627,comprehensive,mixed,18.8,50.2,2.8,46.8
1628,comprehensive,mixed,5.1,48.8,1.9,53.3
1629,comprehensive,mixed,3.9,49.9,1.4,54.8
1630,comprehensive,mixed,8.4,48.7,2.1,50.2
1631,comprehensive,mixed,10.3,49.2,10.7,54.2
1632,comprehensive,mixed,34,46.9,11.4,42.1
1633,comprehensive,mixed,8.2,49.6,17.8,55.8
1634,comprehensive,mixed,9,47.2,6.3,55.8
1635,comprehensive,mixed,13.3,47.7,19.4,48.6
1636,comprehensive,mixed,23.2,47.7,5.4,48
1637,comprehensive,mixed,10.7,50.4,4.3,51.2
1638,comprehensive,mixed,13.5,49,8.4,48.3
1639,comprehensive,mixed,12.5,51.6,11.3,50.7
1640,comprehensive,mixed,12.8,52,4.1,47
1641,comprehensive,mixed,6.3,49.2,3.2,54
1642,comprehensive,mixed,16.3,50.5,2.4,49.6
1643,comprehensive,mixed,11.7,48.9,8.3,49.5
1644,comprehensive,mixed,8.6,49,2.4,53.3
1645,comprehensive,mixed,4,50.9,16.1,55
1646,comprehensive,mixed,3.4,48.8,3.5,56.5
1647,comprehensive,mixed,24.1,51.1,2.3,36.4
1648,comprehensive,mixed,10,48.9,4.5,49.7
1649,comprehensive,mixed,3.8,49.5,2.2,55.6
1650,comprehensive,mixed,14.7,52.9,2.6,43.5
1651,comprehensive,mixed,3.6,42.1,3.9,53.7
1652,comprehensive,mixed,3.1,46.5,5.9,59
1653,comprehensive,mixed,4.2,47.6,3,52.3
1654,comprehensive,mixed,7.3,46.8,2.5,51.6
1655,comprehensive,mixed,16.5,46.9,29.9,44.3
1656,comprehensive,mixed,9.5,52.4,9.3,49.1
1657,comprehensive,mixed,2.6,48.9,4.9,56.6
1658,comprehensive,mixed,8.8,47.9,13,47.2
1659,comprehensive,mixed,11.3,47.1,1.2,48
1660,comprehensive,mixed,15.9,50.4,12.4,44
1661,comprehensive,mixed,9.8,48.2,6.8,47.6
1662,comprehensive,mixed,6.9,49.7,3,52.6
1663,comprehensive,mixed,13.9,50.1,1.6,49.2
1664,comprehensive,mixed,6.3,42.4,4.1,53.3
1665,comprehensive,mixed,19.2,51.1,8.6,37.4
1666,comprehensive,mixed,11.5,48.2,2.4,51.7
1667,comprehensive,mixed,14.2,51.7,18.8,46.9
1668,comprehensive,mixed,14.7,48.7,5.1,44
1669,comprehensive,mixed,5.9,49.6,7,52.3
1670,comprehensive,mixed,17.7,46.5,1.8,49.3
1671,comprehensive,mixed,13.3,48.6,6,48.4
1672,comprehensive,mixed,37.5,52,1.8,43.5
1673,comprehensive,mixed,11.7,48.7,2.3,48.7
1674,comprehensive,mixed,12,49.3,5.4,55.3
1675,comprehensive,mixed,7.7,47.2,2.5,52.5
1676,comprehensive,mixed,10.7,49.1,1.8,53.5
1677,comprehensive,mixed,4.5,48.3,2.3,55.2
1678,comprehensive,mixed,5.1,49.2,2.1,53
1679,comprehensive,mixed,5.9,48.3,4.9,48.3
1680,comprehensive,mixed,4.9,46.6,6.7,59.6
1681,comprehensive,mixed,16.2,44.4,6.9,45.6
1682,comprehensive,mixed,5.5,48.2,3.6,57.3
1683,comprehensive,mixed,13.1,47.6,1.6,52.4
1684,comprehensive,mixed,4.2,49.2,2.1,52.7
1685,comprehensive,mixed,4.4,51.6,11.6,54.6
1686,comprehensive,mixed,25.3,52.4,0.5,42.3
1687,comprehensive,mixed,3.9,52.9,3.1,55.5
1688,comprehensive,mixed,5.1,52.1,3.6,53.5
1689,comprehensive,mixed,12.6,50.8,0.8,44.6
1690,comprehensive,mixed,7.2,47.6,2.4,56
1691,comprehensive,mixed,10.9,51.6,1.6,50
1692,comprehensive,mixed,20.9,50.2,10.3,42.9
1693,comprehensive,mixed,5.6,49.9,1.3,54.1
1694,comprehensive,mixed,4.3,47.6,3.1,57.7
1695,comprehensive,mixed,7.2,45.9,8.2,55.5
1696,comprehensive,mixed,4.8,50.7,0.8,54.6
1697,comprehensive,mixed,5.5,44.4,0.5,49.9
1698,comprehensive,mixed,4.8,49.5,1.5,55
1699,comprehensive,mixed,14,49.9,1.9,47
1700,comprehensive,mixed,2.1,49,5,60.3
1701,comprehensive,mixed,6.4,47.8,6.2,52.7
1702,comprehensive,mixed,20.8,41.7,10,42
1703,comprehensive,mixed,14.9,51.1,2.2,49.7
1704,comprehensive,mixed,6.7,45.7,9.2,50.9
1705,comprehensive,mixed,4.2,51.4,6.5,59.3
1706,comprehensive,mixed,5.3,47.9,3.1,53.9
1707,comprehensive,mixed,20.2,49.5,8.9,44.1
1708,comprehensive,mixed,4.4,45.5,2.5,53
1709,comprehensive,mixed,4.8,49,3.2,56.1
1710,comprehensive,mixed,9.8,50.2,5.2,47.7
1711,comprehensive,mixed,27.9,46.6,23.7,48.4
1712,comprehensive,mixed,25,48,2.8,42.3
1713,comprehensive,mixed,16.9,50.8,7.9,45.7
1714,comprehensive,mixed,21.1,44.2,10.2,45.1
1715,comprehensive,girls,25.9,100,26.6,53.2
1716,comprehensive,mixed,18,42.3,17.2,48.5
1717,comprehensive,mixed,19.1,49,35.6,54.4
1718,comprehensive,mixed,3.9,48.1,3.7,51.8
1719,comprehensive,mixed,19.5,7.8,10.5,41.8
1720,comprehensive,mixed,12,48.9,12.1,50.6
1721,comprehensive,mixed,21.8,38.1,53.5,50.9
1722,comprehensive,mixed,26.3,49.9,9.4,39.9
1723,comprehensive,mixed,23.8,48.4,11.6,41.7
1724,comprehensive,mixed,16.3,47,6.4,48.2
1725,comprehensive,mixed,31.9,49.6,4.9,40.3
1726,comprehensive,mixed,17.5,47.1,27,51.3
1727,comprehensive,girls,16.4,99,53.3,58
1728,comprehensive,mixed,10.7,17.9,38.9,55.1
1729,comprehensive,mixed,13.4,50.3,5.4,48.8
1730,comprehensive,mixed,6.3,43.8,17.9,52.5
1731,comprehensive,mixed,28,48.5,9.6,38.9
1732,comprehensive,mixed,6.5,48,4,51.6
1733,comprehensive,mixed,3.8,50.9,22.7,57.7
1734,comprehensive,mixed,5.5,48.9,1,52.9
1735,comprehensive,mixed,7.7,48.7,7.9,54.5
1736,comprehensive,mixed,10.7,51.2,6.7,46.7
1737,comprehensive,mixed,10.7,47.1,19.4,45.9
1738,comprehensive,mixed,6.7,51.4,1.3,50.7
1739,comprehensive,mixed,5.3,50,11.1,54.2
1740,comprehensive,mixed,4.6,50.3,4.6,53.8
1741,comprehensive,mixed,8.3,51.3,2.2,46.9
1742,comprehensive,mixed,7,49.4,2.1,47.6
1743,comprehensive,mixed,6.8,49.3,1.8,47.5
1744,comprehensive,mixed,7,52.1,1.5,53.9
1745,comprehensive,mixed,11.5,54.7,3.1,46.2
1746,comprehensive,mixed,20.7,52.6,45.9,49.8
1747,comprehensive,mixed,10.6,49.2,6.3,45
1748,comprehensive,mixed,4.1,50.8,1.9,52.7
1749,comprehensive,mixed,3.3,46.6,3,56.8
1750,comprehensive,mixed,5.2,48.5,3.2,51.7
1751,comprehensive,mixed,5.5,37.5,0.9,31.1
1752,comprehensive,mixed,10.7,51.5,2.4,49
1753,comprehensive,mixed,3.6,45.6,3.1,53.6
1754,comprehensive,mixed,5.2,52.6,3.1,57.5
1755,comprehensive,mixed,2.9,11.1,0,47.6
1756,comprehensive,mixed,19.8,45.4,0.9,38.8
1757,comprehensive,mixed,9.5,48.5,4.6,46.6
1758,comprehensive,mixed,12,54.8,2.4,42
1759,comprehensive,mixed,17.3,46.6,10.8,34.8
1760,comprehensive,mixed,8,50.1,5.7,50.7
1761,comprehensive,mixed,5.9,50.8,7.3,46.7
1762,comprehensive,mixed,23.7,49.6,61,41.1
1763,comprehensive,mixed,22.3,49.2,20,47.7
1764,comprehensive,mixed,14.5,45.5,57,47.5
1765,comprehensive,mixed,15,43.1,60.4,47.3
1766,comprehensive,mixed,9.9,52.1,40.6,50.7
1767,comprehensive,mixed,27.1,51.2,33.4,48.7
1768,comprehensive,mixed,18,46,48.9,36
1769,comprehensive,mixed,11.3,45.7,41.7,52.5
1770,comprehensive,boys,15.4,0,38.8,42.4
1771,comprehensive,boys,11.3,0,78.1,53.9
1772,comprehensive,girls,14.1,100,81.3,51
1773,comprehensive,mixed,19.2,45.3,89.8,45
1774,comprehensive,mixed,32.2,52.8,27.6,41.3
1775,comprehensive,mixed,12.2,48.7,34.2,49.3
1776,comprehensive,girls,13.6,100,38.1,53.4
1777,comprehensive,mixed,21.3,47.5,78.3,51.3
1778,comprehensive,mixed,40.9,47.6,11,34.9
1779,comprehensive,mixed,5.5,49.4,1.9,54.8
1780,comprehensive,mixed,6.3,49.5,3,57
1781,comprehensive,mixed,3.4,49.5,2.4,54
1782,comprehensive,mixed,16.5,50.2,25.6,47.3
1783,comprehensive,mixed,5.5,49.9,1.1,53.3
1784,comprehensive,mixed,8.1,44.7,0.3,46.5
1785,comprehensive,mixed,5.7,51.1,19,48.1
1786,comprehensive,mixed,9.6,50,4.1,50.6
1787,comprehensive,mixed,8.8,45.8,1.5,51
1788,comprehensive,mixed,17.6,48,1.8,49.4
1789,comprehensive,mixed,11.5,49.7,2.4,51.2
1790,comprehensive,mixed,7.5,50.2,1.1,50.8
1791,comprehensive,mixed,11.7,52.6,1.6,50.1
1792,comprehensive,mixed,7.6,49.5,0.9,50.1
1793,comprehensive,mixed,17.5,52.1,3,49.5
1794,comprehensive,mixed,6.8,50.2,4,49.1
1795,comprehensive,mixed,11.8,51.1,18.2,53.8
1796,comprehensive,mixed,3.8,48.8,0.7,48.7
1797,comprehensive,mixed,4.5,49.6,1.1,54.1
1798,comprehensive,mixed,9.6,53.9,2.4,52.7
1799,comprehensive,mixed,17.5,49.8,0.3,46.5
1800,comprehensive,mixed,16.9,47.1,2.3,43.1
1801,comprehensive,mixed,10,48.6,1.1,51.1
1802,comprehensive,mixed,4.5,14.5,2.1,48.1
1803,comprehensive,mixed,3.8,52.2,5.1,56.3
1804,comprehensive,mixed,16,49.2,1.3,43.6
1805,comprehensive,mixed,4.3,50.5,4.4,54.3
1806,comprehensive,mixed,7.4,46.8,1.7,47.4
1807,comprehensive,mixed,4.3,49.2,0.4,51.1
1808,comprehensive,mixed,16.1,48.5,2.6,46.2
1809,comprehensive,mixed,11.5,49.8,4.4,47.5
1810,comprehensive,mixed,14.6,48.3,1.7,42.5
1811,comprehensive,mixed,4.3,52.3,3.9,52
1812,comprehensive,mixed,10.8,46.9,1.5,55.9
1813,comprehensive,mixed,17.5,48.9,5.7,46.9
1814,comprehensive,mixed,16.2,52.6,0.2,38.1
1815,comprehensive,mixed,4.7,49.8,0,49.1
1816,comprehensive,mixed,11.4,50.1,42.7,42.4
1817,comprehensive,mixed,3.8,50.4,3.8,61.1
1818,comprehensive,mixed,13.4,49.6,8.4,47.5
1819,comprehensive,mixed,6.9,46.1,2.5,51.5
1820,comprehensive,mixed,6.1,74.1,0,42.6
1821,comprehensive,mixed,9.7,51.5,19.1,50.3
1822,comprehensive,mixed,6.3,48.9,3,53.2
1823,comprehensive,mixed,11.9,45.5,1.7,49.5
1824,comprehensive,mixed,21.8,56.9,4.4,44.1
1825,comprehensive,mixed,20.1,52.7,0.8,45.6
1826,comprehensive,mixed,19.4,48.2,1.4,48.2
1827,comprehensive,mixed,6.3,50.2,1.2,54.2
1828,comprehensive,mixed,11.8,45.9,0.4,42.5
1829,comprehensive,mixed,3.2,50.6,3.3,56.4
1830,comprehensive,mixed,5.7,49,3.3,51.9
1831,comprehensive,mixed,6.5,52.6,1.8,50.5
1832,comprehensive,mixed,11.9,49.7,2.6,47.6
1833,comprehensive,mixed,6.1,47.8,1.1,52.5
1834,comprehensive,mixed,13.8,49.4,4.1,45.1
1835,comprehensive,mixed,22.3,49.3,19.1,41.6
1836,comprehensive,mixed,32.7,46.6,40.5,44.9
1837,comprehensive,mixed,31.1,49.9,9.9,40.5
1838,comprehensive,mixed,15.2,51.7,7.7,45.2
1839,comprehensive,mixed,22.5,48.4,17.5,48.8
1840,comprehensive,mixed,22.7,50.5,2.3,48
1841,comprehensive,mixed,23.2,50.1,6.4,49.7
1842,selective,mixed,2.2,53.6,14,63.2
1843,comprehensive,mixed,11.1,53.6,24.1,55.1
1844,comprehensive,mixed,18.9,49.1,30.8,43.4
1845,comprehensive,mixed,14.3,49.1,27.7,51.8
1846,comprehensive,mixed,24.7,54.3,16.3,50.7
1847,comprehensive,mixed,22.2,13.2,5.3,38.6
1848,comprehensive,mixed,14.8,18.6,14.4,35.8
1849,comprehensive,mixed,18.2,53.8,37.7,46.9
1850,comprehensive,mixed,10.6,47.2,10,49.6
1851,comprehensive,mixed,6.2,48,5.2,53.6
1852,comprehensive,mixed,7.1,49,4.6,41
1853,selective,boys,1.4,0,3.7,72.1
1854,comprehensive,mixed,4.6,53.6,3.8,53.3
1855,comprehensive,mixed,15.9,50.2,7.5,43.9
1856,comprehensive,mixed,8.4,48.4,4.1,51
1857,comprehensive,mixed,10.4,51.8,3.3,45.9
1858,comprehensive,mixed,4.8,50.9,2.5,52.4
1859,comprehensive,mixed,11.4,48.4,3,48.6
1860,comprehensive,mixed,12.3,49.9,5.6,46.7
1861,comprehensive,mixed,6.8,51,4.6,52.5
1862,comprehensive,mixed,6.1,47.8,0.9,57.3
1863,comprehensive,mixed,2.8,47.9,2.3,58
1864,comprehensive,mixed,12.6,52.6,2.1,47.4
1865,comprehensive,mixed,10.7,46.1,2.5,47.8
1866,comprehensive,mixed,5.5,48.8,1.7,51.2
1867,comprehensive,mixed,5.5,50.4,7.3,54.1
1868,comprehensive,mixed,2.9,51.1,13,56.2
1869,comprehensive,girls,5.9,100,5.6,53.2
1870,comprehensive,mixed,2.9,51.2,2.4,54.1
1871,comprehensive,mixed,9.6,35.5,9.1,45.8
1872,comprehensive,mixed,4.9,50.3,2.9,55.8
1873,comprehensive,mixed,24,50.2,8.8,39.9
1874,comprehensive,mixed,4.5,51,3.8,54.6
1875,selective,girls,0.8,100,3.2,73.5
1876,comprehensive,mixed,8.9,49.5,3.9,49
1877,comprehensive,mixed,5.4,45.4,2,51.5
1878,comprehensive,mixed,9.9,48.5,8.3,44.7
1879,comprehensive,boys,12.4,0,6,45.6
1880,comprehensive,mixed,21.8,46.6,34.9,43.8
1881,comprehensive,mixed,9.5,48.4,15.3,50.1
1882,comprehensive,mixed,14,49.5,5.3,45.5
1883,comprehensive,mixed,4.9,47.5,3.3,51.8
1884,comprehensive,mixed,6.5,49.7,7.2,49.2
1885,comprehensive,mixed,10.6,49.7,3.1,47.2
1886,comprehensive,mixed,14.5,46.4,12.9,51
1887,comprehensive,mixed,10.8,49.3,5.7,48.9
1888,comprehensive,mixed,7.9,50.8,7.7,54
1889,comprehensive,mixed,7,52.8,48.7,52.6
1890,comprehensive,mixed,39.4,47.1,9,46.9
1891,comprehensive,mixed,10.7,13.2,8.6,38.8
1892,comprehensive,mixed,12.5,49,14.3,46.3
1893,comprehensive,mixed,16.1,51,10.4,46.3
1894,comprehensive,mixed,3.6,46.6,7.7,58.9
1895,comprehensive,mixed,8.5,49.5,9.9,47.6
1896,comprehensive,mixed,3.4,53.9,1.9,60.9
1897,comprehensive,mixed,4.7,49.9,14.4,50.6
1898,comprehensive,mixed,7.6,42.6,19.5,50.6
1899,comprehensive,mixed,4.4,45,3,56.9
1900,comprehensive,mixed,22.9,56.1,33.6,51
1901,comprehensive,mixed,3.9,47.1,6.8,54.6
1902,comprehensive,mixed,7.3,2.2,30.5,48.1
1903,comprehensive,mixed,7.1,46,5.9,50.2
1904,comprehensive,mixed,3.1,50.2,6,59.2
1905,comprehensive,mixed,8.9,51.2,3.7,47.8
1906,comprehensive,mixed,9.6,51.4,5.2,47.5
1907,comprehensive,mixed,3.5,51.3,2.7,55.7
1908,comprehensive,mixed,10.9,47.2,38.1,48
1909,comprehensive,mixed,6.8,48.1,10.2,55.1
1910,comprehensive,mixed,25.2,39.9,16.7,36.2
1911,selective,girls,1,100,32.2,76.4
1912,comprehensive,mixed,22,43.3,29.9,43.8
1913,comprehensive,girls,21.1,99.2,54.2,43.8
1914,selective,boys,1.3,0,17.3,76.9
1915,comprehensive,mixed,17.9,11.8,17.5,50.3
1916,selective,boys,80,0,0,16.2
1917,comprehensive,girls,10.6,100,75.5,52.6
1918,comprehensive,mixed,13.2,41,40,43.2
1919,selective,mixed,3,47.6,37.9,69.5
1920,comprehensive,mixed,12.8,47,18.1,53.4
1921,selective,mixed,1.2,47.9,56.4,69.8
1922,selective,mixed,1.5,55.7,13.3,69.1
1923,comprehensive,mixed,8.1,50.2,49.4,49.6
1924,comprehensive,mixed,14.8,39.4,60.3,47.8
1925,selective,mixed,4.3,48.2,47.6,70.2
1926,comprehensive,mixed,9.4,47.1,41.6,48.2
1927,comprehensive,mixed,26.9,36.6,67.8,43.4
1928,comprehensive,mixed,16.3,48,27.2,46.6
1929,comprehensive,mixed,6.1,45.8,7,50.7
1930,comprehensive,boys,5.8,1.9,23.6,49.6
1931,comprehensive,girls,3.7,99.1,7.6,60.9
1932,comprehensive,mixed,4.4,47.7,22.6,57.2
1933,comprehensive,mixed,3.5,47.7,6.2,58.9
1934,comprehensive,mixed,4.6,39.1,14.7,53.6
1935,comprehensive,mixed,4,52.9,10.5,54.9
1936,comprehensive,mixed,8.8,49.7,2.8,52.4
1937,comprehensive,mixed,3.4,50.7,1.4,56.7
1938,comprehensive,mixed,5.9,46.2,6,56.3
1939,comprehensive,mixed,7.7,50.1,21.5,59.1
1940,comprehensive,mixed,16.2,48.6,23,49.1
1941,comprehensive,mixed,4.9,47.4,5.7,58.7
1942,comprehensive,mixed,6,47.4,5.3,52.8
1943,comprehensive,mixed,12.5,55,3.7,49.7
1944,comprehensive,mixed,7.5,47.3,8.3,45.1
1945,comprehensive,mixed,14,44.3,6.9,40.4
1946,comprehensive,mixed,5.2,52.3,8.5,53.5
1947,comprehensive,mixed,7.3,51.8,17.8,60.2
1948,comprehensive,mixed,3.3,48.8,2.1,56.5
1949,comprehensive,mixed,7.6,48.6,2.9,52.3
1950,comprehensive,mixed,6.5,48.2,2.3,52.4
1951,comprehensive,mixed,14.4,50.2,6.6,49
1952,comprehensive,mixed,12.5,53.4,22.9,53
1953,comprehensive,mixed,31.3,48.9,25.3,48
1954,comprehensive,mixed,6.8,54.2,21.3,60.9
1955,comprehensive,mixed,4.9,49.7,17,58.3
1956,comprehensive,mixed,7.7,49.3,9.8,51.4
1957,comprehensive,mixed,17.2,46.3,18.3,45.3
1958,comprehensive,mixed,6.1,47,7.4,56.5
1959,comprehensive,mixed,5.6,51.1,0.9,52
1960,comprehensive,mixed,10.4,51.5,2.2,50.4
1961,comprehensive,mixed,6.9,52.7,7.1,54
1962,comprehensive,mixed,3.8,49.8,6.7,58.1
1963,comprehensive,mixed,19.7,49.3,29.1,37.4
1964,comprehensive,mixed,5.3,35,12.7,43.9
1965,comprehensive,mixed,9,44.4,3.2,50.1
1966,comprehensive,mixed,4.6,49.7,4.4,54.2
1967,comprehensive,mixed,11.6,49.5,13,50.8
1968,comprehensive,mixed,17,51.8,58.3,49.3
1969,comprehensive,mixed,13.7,48.8,18.9,48
1970,comprehensive,mixed,2.7,51,8.2,65.8
1971,comprehensive,mixed,13.5,49.5,20.1,47.7
1972,comprehensive,mixed,22.3,50.9,15.5,43.5
1973,comprehensive,mixed,20.9,51,67.8,45.6
1974,comprehensive,mixed,15,51.1,15.8,47.9
1975,comprehensive,mixed,16.4,49.5,46.3,45
1976,comprehensive,mixed,14.6,53.3,52.7,33.6
1977,comprehensive,mixed,37.4,50.1,0.5,45.2
1978,comprehensive,mixed,24.8,49.4,0.7,50.9
1979,comprehensive,mixed,44.1,49.3,0.2,48
1980,comprehensive,mixed,35,51.3,1.2,56.7
1981,comprehensive,mixed,27.9,56.1,2.5,44.9
1982,comprehensive,mixed,26.9,48.9,2,49.9
1983,comprehensive,mixed,14.5,39.1,0,39.9
1984,comprehensive,mixed,15.5,48.6,1,54.4
1985,comprehensive,mixed,21.7,47.2,8.4,44.5
1986,comprehensive,mixed,11.3,47.6,3.3,51
1987,comprehensive,mixed,4.3,49.2,1.9,56
1988,comprehensive,mixed,11.4,48.4,9.9,47.2
1989,comprehensive,mixed,6.3,50.5,1.2,56.5
1990,comprehensive,mixed,16.2,28.2,4.5,44.5
1991,comprehensive,mixed,3.7,47,3.9,52
1992,comprehensive,mixed,4,49.2,2.4,56.6
1993,comprehensive,mixed,15.1,51.7,4.5,45
1994,comprehensive,mixed,6.2,51.9,12.3,50.1
1995,comprehensive,mixed,16.6,50.3,6.4,45
1996,comprehensive,mixed,24.5,48.4,5.8,43.3
1997,comprehensive,mixed,14.9,47.6,3.7,47.4
1998,comprehensive,mixed,17.7,48.4,1.2,44.5
1999,comprehensive,mixed,6.6,45.8,2.3,53.9
2000,comprehensive,mixed,10.4,48.8,0.5,56
2001,comprehensive,mixed,13.7,49.3,2.5,50.7
2002,selective,mixed,2.2,44.6,2.2,73.4
2003,comprehensive,mixed,19.8,53.3,3.1,46.6
2004,comprehensive,mixed,13.1,46,7.6,52.1
2005,comprehensive,mixed,21.1,54.1,4.1,45.5
2006,comprehensive,mixed,11.4,51,1,46.8
2007,comprehensive,mixed,11.8,50.2,3,46.5
2008,comprehensive,mixed,10.2,50,0.7,50.5
2009,comprehensive,mixed,13.3,47.8,0.7,49.8
2010,comprehensive,mixed,14,46.2,1.5,48.5
2011,comprehensive,mixed,17.1,50.1,1.2,46
2012,comprehensive,mixed,22.1,52.1,7.4,49.7
2013,comprehensive,mixed,7.4,44.5,1.3,56.3
2014,comprehensive,mixed,11.7,53,1.7,49.5
2015,comprehensive,mixed,5.4,49.6,1.4,56.4
2016,comprehensive,mixed,9.2,50.9,1.3,59.3
2017,comprehensive,mixed,13.9,43.8,3.2,51.6
2018,comprehensive,mixed,11.6,49.5,2.4,50.5
2019,comprehensive,mixed,10.6,49.9,2,50
2020,comprehensive,mixed,14.1,50.4,3.2,47.7
2021,comprehensive,mixed,9.6,52.1,5.4,50.3
2022,comprehensive,mixed,18.2,48,13.3,53.3
2023,comprehensive,mixed,16.6,46.4,7.7,46
2024,comprehensive,mixed,7.3,49.9,8,56.8
2025,comprehensive,mixed,11.2,51.3,2.3,52.1
2026,comprehensive,mixed,11,45.5,1.4,53.4
2027,comprehensive,mixed,9.2,46.5,1.2,51.7
2028,comprehensive,mixed,11.8,49,1.8,49.6
2029,comprehensive,mixed,8.6,50.9,0.8,50.2
2030,comprehensive,mixed,12.3,48.7,2.2,50.8
2031,comprehensive,mixed,15.7,49.1,4.4,45.9
2032,comprehensive,mixed,7.8,48.2,1.1,61.7
